Potential_Score_0_100,hcp_id,specialty,Potential_Category
0.0,NPIIN0000005722,Cardiology,Low
0.0,NPIIN0000005723,Neurology,Low
0.3,NPIIN0000005724,Diabetology,Low
70.7,NPIIN0000005725,Diabetology,Low
0.0,NPIIN0000005726,Neurology,Low
7.7,NPIIN0000005727,Endocrinology,Low
0.0,NPIIN0000005728,Orthopedics,Low
0.0,NPIIN0000005729,Orthopedics,Low
0.0,NPIIN0000005730,General Medicine,Low
52.4,NPIIN0000005731,General Medicine,Low
0.0,NPIIN0000005732,Cardiology,Low
0.0,NPIIN0000005733,Gastroenterology,Low
90.0,NPIIN0000005734,Endocrinology,Medium
0.0,NPIIN0000005735,Orthopedics,Low
0.0,NPIIN0000005736,Orthopedics,Low
0.0,NPIIN0000005737,Cardiology,Low
0.0,NPIIN0000005738,Neurology,Low
0.0,NPIIN0000005739,General Medicine,Low
0.0,NPIIN0000005740,Pulmonology,Low
0.7,NPIIN0000005741,Endocrinology,Low
0.0,NPIIN0000005742,Gastroenterology,Low
82.4,NPIIN0000005743,Endocrinology,Low
0.0,NPIIN0000005744,Urology,Low
6.1,NPIIN0000005745,General Medicine,Low
0.0,NPIIN0000005746,Neurology,Low
0.0,NPIIN0000005747,Urology,Low
24.8,NPIIN0000005748,Gastroenterology,Low
46.8,NPIIN0000005749,Pulmonology,Low
0.1,NPIIN0000005750,General Medicine,Low
50.2,NPIIN0000005751,General Medicine,Low
27.3,NPIIN0000005752,General Medicine,Low
0.0,NPIIN0000005753,Orthopedics,Low
91.9,NPIIN0000005754,Diabetology,Medium
0.0,NPIIN0000005755,General Medicine,Low
5.9,NPIIN0000005756,Gastroenterology,Low
50.6,NPIIN0000005757,General Medicine,Low
0.5,NPIIN0000005758,Urology,Low
78.3,NPIIN0000005759,Diabetology,Medium
0.0,NPIIN0000005760,Cardiology,Low
14.7,NPIIN0000005761,Pulmonology,Low
85.4,NPIIN0000005762,General Medicine,Low
86.5,NPIIN0000005763,Orthopedics,Low
1.4,NPIIN0000005764,General Medicine,Low
0.0,NPIIN0000005765,Cardiology,Low
91.2,NPIIN0000005766,Diabetology,Low
0.2,NPIIN0000005767,General Medicine,Low
0.5,NPIIN0000005768,Pulmonology,Low
54.5,NPIIN0000005769,Diabetology,Low
0.0,NPIIN0000005770,Pulmonology,Low
46.6,NPIIN0000005771,Urology,Low
0.1,NPIIN0000005772,General Medicine,Low
0.1,NPIIN0000005773,Neurology,Low
54.8,NPIIN0000005774,Endocrinology,Low
0.0,NPIIN0000005775,Dermatology,Low
24.2,NPIIN0000005776,Diabetology,Low
0.0,NPIIN0000005777,Pulmonology,Low
46.8,NPIIN0000005778,Diabetology,Low
7.5,NPIIN0000005779,Cardiology,Low
71.2,NPIIN0000005780,Diabetology,Low
39.2,NPIIN0000005781,Endocrinology,Low
1.4,NPIIN0000005782,Urology,Low
45.9,NPIIN0000005783,Diabetology,Low
0.0,NPIIN0000005784,Orthopedics,Low
0.0,NPIIN0000005785,General Medicine,Low
90.8,NPIIN0000005786,Endocrinology,Low
0.4,NPIIN0000005787,General Medicine,Low
75.8,NPIIN0000005788,Endocrinology,Low
0.0,NPIIN0000005789,Dermatology,Low
55.4,NPIIN0000005790,Cardiology,Low
0.0,NPIIN0000005791,Urology,Low
0.0,NPIIN0000005792,Cardiology,Low
7.8,NPIIN0000005793,Diabetology,Low
0.0,NPIIN0000005794,Cardiology,Low
0.0,NPIIN0000005795,Neurology,Low
0.0,NPIIN0000005796,General Medicine,Low
1.0,NPIIN0000005797,Orthopedics,Low
0.0,NPIIN0000005798,General Medicine,Low
0.0,NPIIN0000005799,Cardiology,Low
0.0,NPIIN0000005800,Gastroenterology,Low
0.0,NPIIN0000005801,Pulmonology,Low
0.0,NPIIN0000005802,Dermatology,Low
0.0,NPIIN0000005803,General Medicine,Low
0.3,NPIIN0000005804,Gastroenterology,Low
0.0,NPIIN0000005805,Endocrinology,Low
0.0,NPIIN0000005806,Orthopedics,Low
0.4,NPIIN0000005807,Endocrinology,Low
0.0,NPIIN0000005808,Dermatology,Low
47.8,NPIIN0000005809,Endocrinology,Low
54.7,NPIIN0000005810,Gastroenterology,Low
0.0,NPIIN0000005811,Urology,Low
0.0,NPIIN0000005812,Urology,Low
0.4,NPIIN0000005813,General Medicine,Low
0.0,NPIIN0000005814,General Medicine,Low
4.8,NPIIN0000005815,Dermatology,Low
0.0,NPIIN0000005816,Pulmonology,Low
0.0,NPIIN0000005817,Pulmonology,Low
0.0,NPIIN0000005818,Endocrinology,Low
25.3,NPIIN0000005819,General Medicine,Low
0.0,NPIIN0000005820,General Medicine,Low
0.0,NPIIN0000005821,Neurology,Low
84.4,NPIIN0000005822,Endocrinology,Low
57.3,NPIIN0000005823,General Medicine,Low
0.0,NPIIN0000005824,Dermatology,Low
85.3,NPIIN0000005825,Pulmonology,Low
0.3,NPIIN0000005826,Urology,Low
37.7,NPIIN0000005827,Endocrinology,Low
0.0,NPIIN0000005828,General Medicine,Low
7.1,NPIIN0000005829,General Medicine,Low
0.0,NPIIN0000005830,General Medicine,Low
0.1,NPIIN0000005831,Neurology,Low
51.5,NPIIN0000005832,Endocrinology,Low
49.8,NPIIN0000005833,General Medicine,Low
0.0,NPIIN0000005834,Cardiology,Low
0.0,NPIIN0000005835,Pulmonology,Low
0.0,NPIIN0000005836,Dermatology,Low
0.0,NPIIN0000005837,Cardiology,Low
50.5,NPIIN0000005838,General Medicine,Low
70.9,NPIIN0000005839,General Medicine,Low
0.0,NPIIN0000005840,Gastroenterology,Low
0.0,NPIIN0000005841,Cardiology,Low
0.0,NPIIN0000005842,General Medicine,Low
0.0,NPIIN0000005843,Gastroenterology,Low
0.3,NPIIN0000005844,Pulmonology,Low
0.0,NPIIN0000005845,Gastroenterology,Low
0.0,NPIIN0000005846,General Medicine,Low
0.0,NPIIN0000005847,Urology,Low
0.0,NPIIN0000005848,Cardiology,Low
46.7,NPIIN0000005849,Cardiology,Low
66.2,NPIIN0000005850,General Medicine,Low
50.1,NPIIN0000005851,General Medicine,Low
0.0,NPIIN0000005852,Neurology,Low
67.3,NPIIN0000005853,Endocrinology,Medium
0.0,NPIIN0000005854,Endocrinology,Low
0.0,NPIIN0000005855,Gastroenterology,Low
1.0,NPIIN0000005856,Diabetology,Low
0.0,NPIIN0000005857,Gastroenterology,Low
0.0,NPIIN0000005858,Neurology,Low
0.0,NPIIN0000005859,Cardiology,Low
0.0,NPIIN0000005860,Gastroenterology,Low
69.0,NPIIN0000005861,Urology,Low
15.2,NPIIN0000005862,Dermatology,Low
0.0,NPIIN0000005863,Cardiology,Low
0.0,NPIIN0000005864,Pulmonology,Low
0.0,NPIIN0000005865,Urology,Low
0.0,NPIIN0000005866,Pulmonology,Low
0.5,NPIIN0000005867,Diabetology,Low
79.5,NPIIN0000005868,Endocrinology,Low
0.0,NPIIN0000005869,Neurology,Low
0.0,NPIIN0000005870,Gastroenterology,Low
0.0,NPIIN0000005871,Urology,Low
0.0,NPIIN0000005872,Urology,Low
0.0,NPIIN0000005873,General Medicine,Low
0.0,NPIIN0000005874,Pulmonology,Low
0.6,NPIIN0000005875,Cardiology,Low
0.0,NPIIN0000005876,Cardiology,Low
0.0,NPIIN0000005877,Cardiology,Low
0.0,NPIIN0000005878,Urology,Low
0.0,NPIIN0000005879,Endocrinology,Low
0.0,NPIIN0000005880,General Medicine,Low
0.0,NPIIN0000005881,General Medicine,Low
77.8,NPIIN0000005882,Diabetology,Low
54.9,NPIIN0000005883,Pulmonology,Low
0.0,NPIIN0000005884,Cardiology,Low
0.0,NPIIN0000005885,General Medicine,Low
1.6,NPIIN0000005886,General Medicine,Low
0.0,NPIIN0000005887,Dermatology,Low
0.0,NPIIN0000005888,Neurology,Low
0.0,NPIIN0000005889,Dermatology,Low
0.0,NPIIN0000005890,General Medicine,Low
0.2,NPIIN0000005891,Endocrinology,Low
0.0,NPIIN0000005892,General Medicine,Low
0.0,NPIIN0000005893,Orthopedics,Low
76.7,NPIIN0000005894,Endocrinology,Low
0.3,NPIIN0000005895,Endocrinology,Low
0.0,NPIIN0000005896,Orthopedics,Low
0.0,NPIIN0000005897,Orthopedics,Low
51.7,NPIIN0000005898,Endocrinology,Low
0.0,NPIIN0000005899,Gastroenterology,Low
0.0,NPIIN0000005900,General Medicine,Low
72.0,NPIIN0000005901,General Medicine,Low
55.4,NPIIN0000005902,General Medicine,Low
0.0,NPIIN0000005903,Orthopedics,Low
0.0,NPIIN0000005904,Endocrinology,Low
0.0,NPIIN0000005905,Gastroenterology,Low
6.8,NPIIN0000005906,Cardiology,Low
0.0,NPIIN0000005907,Pulmonology,Low
0.0,NPIIN0000005908,Neurology,Low
0.0,NPIIN0000005909,Gastroenterology,Low
0.0,NPIIN0000005910,Urology,Low
0.0,NPIIN0000005911,Gastroenterology,Low
0.7,NPIIN0000005912,Gastroenterology,Low
52.5,NPIIN0000005913,Diabetology,Low
0.5,NPIIN0000005914,Orthopedics,Low
0.0,NPIIN0000005915,General Medicine,Low
0.0,NPIIN0000005916,General Medicine,Low
0.4,NPIIN0000005917,General Medicine,Low
0.0,NPIIN0000005918,General Medicine,Low
0.0,NPIIN0000005919,Pulmonology,Low
1.5,NPIIN0000005920,General Medicine,Low
0.9,NPIIN0000005921,Endocrinology,Low
0.0,NPIIN0000005922,Urology,Low
0.0,NPIIN0000005923,Urology,Low
0.0,NPIIN0000005924,General Medicine,Low
0.0,NPIIN0000005925,Orthopedics,Low
7.6,NPIIN0000005926,General Medicine,Low
0.0,NPIIN0000005927,General Medicine,Low
0.0,NPIIN0000005928,Urology,Low
0.0,NPIIN0000005929,Neurology,Low
0.0,NPIIN0000005930,Gastroenterology,Low
0.4,NPIIN0000005931,General Medicine,Low
54.6,NPIIN0000005932,General Medicine,Low
0.0,NPIIN0000005933,Cardiology,Low
0.3,NPIIN0000005934,Orthopedics,Low
67.3,NPIIN0000005935,Endocrinology,Medium
0.0,NPIIN0000005936,General Medicine,Low
0.0,NPIIN0000005937,Cardiology,Low
0.0,NPIIN0000005938,Neurology,Low
60.5,NPIIN0000005939,General Medicine,Low
0.0,NPIIN0000005940,Gastroenterology,Low
0.0,NPIIN0000005941,General Medicine,Low
82.0,NPIIN0000005942,Cardiology,Low
0.0,NPIIN0000005943,Cardiology,Low
0.0,NPIIN0000005944,Endocrinology,Low
7.5,NPIIN0000005945,Gastroenterology,Low
0.0,NPIIN0000005946,Dermatology,Low
0.4,NPIIN0000005947,General Medicine,Low
0.0,NPIIN0000005948,Pulmonology,Low
0.0,NPIIN0000005949,Diabetology,Low
4.2,NPIIN0000005950,Urology,Low
0.0,NPIIN0000005951,Orthopedics,Low
0.0,NPIIN0000005952,Gastroenterology,Low
0.0,NPIIN0000005953,Cardiology,Low
49.4,NPIIN0000005954,General Medicine,Low
0.0,NPIIN0000005955,Orthopedics,Low
59.0,NPIIN0000005956,Endocrinology,Low
46.5,NPIIN0000005957,Neurology,Low
0.0,NPIIN0000005958,Orthopedics,Low
0.9,NPIIN0000005959,Gastroenterology,Low
0.0,NPIIN0000005960,Pulmonology,Low
0.0,NPIIN0000005961,General Medicine,Low
0.0,NPIIN0000005962,Urology,Low
51.0,NPIIN0000005963,General Medicine,Low
0.0,NPIIN0000005964,Urology,Low
60.1,NPIIN0000005965,General Medicine,Low
1.0,NPIIN0000005966,Gastroenterology,Low
0.0,NPIIN0000005967,Urology,Low
0.3,NPIIN0000005968,Pulmonology,Low
0.0,NPIIN0000005969,Diabetology,Low
0.0,NPIIN0000005970,Cardiology,Low
0.0,NPIIN0000005971,Dermatology,Low
0.0,NPIIN0000005972,Pulmonology,Low
75.9,NPIIN0000005973,Diabetology,Low
0.0,NPIIN0000005974,Urology,Low
0.0,NPIIN0000005975,Urology,Low
0.0,NPIIN0000005976,Urology,Low
0.0,NPIIN0000005977,Pulmonology,Low
0.0,NPIIN0000005978,Orthopedics,Low
0.0,NPIIN0000005979,Urology,Low
0.0,NPIIN0000005980,Cardiology,Low
0.0,NPIIN0000005981,Orthopedics,Low
0.0,NPIIN0000005982,Pulmonology,Low
0.0,NPIIN0000005983,Urology,Low
0.0,NPIIN0000005984,Gastroenterology,Low
0.0,NPIIN0000005985,Neurology,Low
86.5,NPIIN0000005986,Diabetology,Low
0.0,NPIIN0000005987,Cardiology,Low
0.3,NPIIN0000005988,Diabetology,Low
0.0,NPIIN0000005989,Neurology,Low
0.0,NPIIN0000005990,Urology,Low
0.0,NPIIN0000005991,Cardiology,Low
60.7,NPIIN0000005992,Endocrinology,Low
0.3,NPIIN0000005993,Neurology,Low
0.3,NPIIN0000005994,Diabetology,Medium
49.1,NPIIN0000005995,Endocrinology,Low
0.0,NPIIN0000005996,Cardiology,Low
0.0,NPIIN0000005997,Neurology,Low
49.1,NPIIN0000005998,Pulmonology,Low
0.3,NPIIN0000005999,Dermatology,Low
71.4,NPIIN0000006000,Diabetology,Low
0.0,NPIIN0000006001,Cardiology,Low
0.0,NPIIN0000006002,Dermatology,Low
0.0,NPIIN0000006003,Orthopedics,Low
0.0,NPIIN0000006004,General Medicine,Low
0.0,NPIIN0000006005,Urology,Low
0.0,NPIIN0000006006,Gastroenterology,Low
47.5,NPIIN0000006007,Urology,Low
13.0,NPIIN0000006008,General Medicine,Low
0.0,NPIIN0000006009,Cardiology,Low
48.1,NPIIN0000006010,Cardiology,Low
0.3,NPIIN0000006011,Gastroenterology,Low
0.0,NPIIN0000006012,Urology,Low
0.3,NPIIN0000006013,General Medicine,Low
0.0,NPIIN0000006014,Cardiology,Low
0.0,NPIIN0000006015,Cardiology,Low
54.9,NPIIN0000006016,Pulmonology,Low
0.0,NPIIN0000006017,Urology,Low
86.7,NPIIN0000006018,General Medicine,Low
0.0,NPIIN0000006019,Neurology,Low
0.0,NPIIN0000006020,Pulmonology,Low
55.6,NPIIN0000006021,Urology,Low
0.4,NPIIN0000006022,Dermatology,Low
81.8,NPIIN0000006023,Endocrinology,Low
0.0,NPIIN0000006024,Neurology,Low
0.0,NPIIN0000006025,Dermatology,Low
13.2,NPIIN0000006026,Orthopedics,Low
81.0,NPIIN0000006027,Pulmonology,Low
0.0,NPIIN0000006028,Endocrinology,Low
0.0,NPIIN0000006029,Pulmonology,Low
0.0,NPIIN0000006030,Neurology,Low
0.3,NPIIN0000006031,Diabetology,Low
0.0,NPIIN0000006032,Orthopedics,Low
53.2,NPIIN0000006033,Endocrinology,Low
0.0,NPIIN0000006034,Urology,Low
85.1,NPIIN0000006035,General Medicine,Low
0.0,NPIIN0000006036,Cardiology,Low
0.0,NPIIN0000006037,Pulmonology,Low
0.0,NPIIN0000006038,Pulmonology,Low
0.0,NPIIN0000006039,Urology,Low
0.0,NPIIN0000006040,Pulmonology,Low
0.0,NPIIN0000006041,Cardiology,Low
0.0,NPIIN0000006042,Urology,Low
85.2,NPIIN0000006043,Pulmonology,Low
49.7,NPIIN0000006044,Diabetology,Low
85.3,NPIIN0000006045,Urology,Low
0.0,NPIIN0000006046,Cardiology,Low
0.0,NPIIN0000006047,Cardiology,Low
0.0,NPIIN0000006048,Pulmonology,Low
0.0,NPIIN0000006049,Pulmonology,Low
0.0,NPIIN0000006050,General Medicine,Low
24.8,NPIIN0000006051,Urology,Low
84.1,NPIIN0000006052,Diabetology,Medium
0.3,NPIIN0000006053,Orthopedics,Low
0.0,NPIIN0000006054,Cardiology,Low
0.0,NPIIN0000006055,Cardiology,Low
0.3,NPIIN0000006056,Endocrinology,Low
0.0,NPIIN0000006057,Cardiology,Low
6.8,NPIIN0000006058,General Medicine,Low
0.0,NPIIN0000006059,Urology,Low
0.0,NPIIN0000006060,Dermatology,Low
0.3,NPIIN0000006061,Gastroenterology,Low
0.0,NPIIN0000006062,Cardiology,Low
0.0,NPIIN0000006063,Urology,Low
0.0,NPIIN0000006064,General Medicine,Low
0.0,NPIIN0000006065,Gastroenterology,Low
0.0,NPIIN0000006066,Gastroenterology,Low
84.2,NPIIN0000006067,Endocrinology,Low
0.9,NPIIN0000006068,General Medicine,Low
0.0,NPIIN0000006069,Urology,Low
62.3,NPIIN0000006070,Diabetology,Low
0.0,NPIIN0000006071,Gastroenterology,Low
0.0,NPIIN0000006072,Orthopedics,Low
0.5,NPIIN0000006073,General Medicine,Low
0.3,NPIIN0000006074,General Medicine,Low
0.0,NPIIN0000006075,General Medicine,Low
0.0,NPIIN0000006076,Dermatology,Low
0.0,NPIIN0000006077,General Medicine,Low
34.1,NPIIN0000006078,General Medicine,Low
52.7,NPIIN0000006079,Endocrinology,Low
0.3,NPIIN0000006080,Orthopedics,Low
0.0,NPIIN0000006081,Urology,Low
0.0,NPIIN0000006082,Pulmonology,Low
0.4,NPIIN0000006083,Orthopedics,Low
0.0,NPIIN0000006084,Neurology,Low
0.0,NPIIN0000006085,Orthopedics,Low
0.5,NPIIN0000006086,Endocrinology,Low
50.1,NPIIN0000006087,Endocrinology,Low
0.0,NPIIN0000006088,Urology,Low
0.0,NPIIN0000006089,General Medicine,Low
13.0,NPIIN0000006090,General Medicine,Low
0.0,NPIIN0000006091,Gastroenterology,Low
0.0,NPIIN0000006092,Neurology,Low
0.0,NPIIN0000006093,General Medicine,Low
86.6,NPIIN0000006094,General Medicine,Low
13.3,NPIIN0000006095,General Medicine,Low
0.0,NPIIN0000006096,Cardiology,Low
0.0,NPIIN0000006097,Endocrinology,Low
63.2,NPIIN0000006098,Pulmonology,Low
0.0,NPIIN0000006099,Gastroenterology,Low
72.9,NPIIN0000006100,General Medicine,Low
0.0,NPIIN0000006101,General Medicine,Low
0.0,NPIIN0000006102,Neurology,Low
67.2,NPIIN0000006103,Endocrinology,Low
1.6,NPIIN0000006104,General Medicine,Low
87.9,NPIIN0000006105,Endocrinology,Low
13.1,NPIIN0000006106,Neurology,Low
0.0,NPIIN0000006107,Cardiology,Low
0.0,NPIIN0000006108,General Medicine,Low
0.9,NPIIN0000006109,Pulmonology,Low
0.0,NPIIN0000006110,Dermatology,Low
0.0,NPIIN0000006111,Gastroenterology,Low
0.0,NPIIN0000006112,Orthopedics,Low
5.8,NPIIN0000006113,Neurology,Low
0.3,NPIIN0000006114,General Medicine,Low
49.6,NPIIN0000006115,Endocrinology,Low
0.0,NPIIN0000006116,Cardiology,Low
76.6,NPIIN0000006117,Diabetology,Low
0.0,NPIIN0000006118,Cardiology,Low
0.0,NPIIN0000006119,General Medicine,Low
0.0,NPIIN0000006120,Neurology,Low
86.5,NPIIN0000006121,Neurology,Low
0.0,NPIIN0000006122,Diabetology,Low
0.0,NPIIN0000006123,General Medicine,Low
0.0,NPIIN0000006124,Endocrinology,Low
6.7,NPIIN0000006125,General Medicine,Low
69.6,NPIIN0000006126,General Medicine,Low
0.0,NPIIN0000006127,Diabetology,Low
1.1,NPIIN0000006128,Diabetology,Low
0.0,NPIIN0000006129,Orthopedics,Low
0.0,NPIIN0000006130,Pulmonology,Low
0.0,NPIIN0000006131,Pulmonology,Low
0.0,NPIIN0000006132,Cardiology,Low
5.1,NPIIN0000006133,Endocrinology,Low
0.0,NPIIN0000006134,General Medicine,Low
0.0,NPIIN0000006135,Orthopedics,Low
76.6,NPIIN0000006136,Endocrinology,Low
49.5,NPIIN0000006137,Diabetology,Low
0.0,NPIIN0000006138,Orthopedics,Low
0.0,NPIIN0000006139,General Medicine,Low
0.1,NPIIN0000006140,Diabetology,Low
7.6,NPIIN0000006141,Neurology,Low
0.0,NPIIN0000006142,General Medicine,Low
0.0,NPIIN0000006143,Orthopedics,Low
0.0,NPIIN0000006144,Cardiology,Low
0.0,NPIIN0000006145,Dermatology,Low
67.6,NPIIN0000006146,Diabetology,Medium
0.0,NPIIN0000006147,Dermatology,Low
0.0,NPIIN0000006148,Dermatology,Low
0.0,NPIIN0000006149,Dermatology,Low
0.0,NPIIN0000006150,Urology,Low
0.0,NPIIN0000006151,Gastroenterology,Low
85.6,NPIIN0000006152,Endocrinology,Low
0.0,NPIIN0000006153,Cardiology,Low
0.0,NPIIN0000006154,General Medicine,Low
0.3,NPIIN0000006155,General Medicine,Low
54.7,NPIIN0000006156,Diabetology,Low
0.0,NPIIN0000006157,Gastroenterology,Low
0.0,NPIIN0000006158,Gastroenterology,Low
14.7,NPIIN0000006159,Orthopedics,Low
0.0,NPIIN0000006160,General Medicine,Low
86.5,NPIIN0000006161,Gastroenterology,Low
0.0,NPIIN0000006162,Gastroenterology,Low
0.8,NPIIN0000006163,Orthopedics,Low
0.0,NPIIN0000006164,Gastroenterology,Low
35.6,NPIIN0000006165,Diabetology,Low
0.0,NPIIN0000006166,Cardiology,Low
0.0,NPIIN0000006167,Orthopedics,Low
0.1,NPIIN0000006168,Gastroenterology,Low
0.0,NPIIN0000006169,Dermatology,Low
0.0,NPIIN0000006170,Dermatology,Low
0.0,NPIIN0000006171,Gastroenterology,Low
0.0,NPIIN0000006172,Gastroenterology,Low
0.0,NPIIN0000006173,Urology,Low
0.0,NPIIN0000006174,Urology,Low
0.5,NPIIN0000006175,General Medicine,Low
0.0,NPIIN0000006176,Cardiology,Low
0.0,NPIIN0000006177,Cardiology,Low
25.6,NPIIN0000006178,General Medicine,Low
71.5,NPIIN0000006179,Dermatology,Low
0.0,NPIIN0000006180,Dermatology,Low
0.0,NPIIN0000006181,General Medicine,Low
60.1,NPIIN0000006182,Diabetology,Low
59.4,NPIIN0000006183,General Medicine,Low
0.0,NPIIN0000006184,Dermatology,Low
0.0,NPIIN0000006185,Neurology,Low
0.0,NPIIN0000006186,Cardiology,Low
38.9,NPIIN0000006187,General Medicine,Low
0.0,NPIIN0000006188,Pulmonology,Low
0.0,NPIIN0000006189,Pulmonology,Low
0.0,NPIIN0000006190,Dermatology,Low
0.0,NPIIN0000006191,Orthopedics,Low
6.9,NPIIN0000006192,Cardiology,Low
1.1,NPIIN0000006193,Endocrinology,Low
80.4,NPIIN0000006194,General Medicine,Low
58.6,NPIIN0000006195,Diabetology,Low
68.4,NPIIN0000006196,General Medicine,Low
0.0,NPIIN0000006197,Cardiology,Low
0.0,NPIIN0000006198,Cardiology,Low
0.0,NPIIN0000006199,Dermatology,Low
0.0,NPIIN0000006200,Cardiology,Low
0.0,NPIIN0000006201,Dermatology,Low
81.7,NPIIN0000006202,Diabetology,Low
0.0,NPIIN0000006203,Diabetology,Low
0.0,NPIIN0000006204,Cardiology,Low
25.2,NPIIN0000006205,Cardiology,Low
80.4,NPIIN0000006206,General Medicine,Low
14.8,NPIIN0000006207,Dermatology,Low
0.0,NPIIN0000006208,Urology,Low
0.0,NPIIN0000006209,Cardiology,Low
46.1,NPIIN0000006210,Cardiology,Low
0.3,NPIIN0000006211,Endocrinology,Low
0.0,NPIIN0000006212,Gastroenterology,Low
95.6,NPIIN0000006213,Endocrinology,Low
6.0,NPIIN0000006214,Endocrinology,Low
0.0,NPIIN0000006215,Urology,Low
0.0,NPIIN0000006216,Urology,Low
0.0,NPIIN0000006217,Neurology,Low
91.5,NPIIN0000006218,Endocrinology,Low
0.0,NPIIN0000006219,General Medicine,Low
91.3,NPIIN0000006220,Endocrinology,Low
0.0,NPIIN0000006221,Neurology,Low
0.0,NPIIN0000006222,Gastroenterology,Low
2.3,NPIIN0000006223,Endocrinology,Low
0.0,NPIIN0000006224,Urology,Low
72.5,NPIIN0000006225,General Medicine,Low
0.0,NPIIN0000006226,Dermatology,Low
0.0,NPIIN0000006227,Cardiology,Low
5.5,NPIIN0000006228,General Medicine,Low
0.0,NPIIN0000006229,Cardiology,Low
0.0,NPIIN0000006230,Gastroenterology,Low
0.0,NPIIN0000006231,Cardiology,Low
0.0,NPIIN0000006232,General Medicine,Low
0.3,NPIIN0000006233,Gastroenterology,Low
0.0,NPIIN0000006234,Gastroenterology,Low
0.0,NPIIN0000006235,Neurology,Low
0.0,NPIIN0000006236,Neurology,Low
0.0,NPIIN0000006237,Neurology,Low
0.0,NPIIN0000006238,Neurology,Low
0.0,NPIIN0000006239,General Medicine,Low
24.8,NPIIN0000006240,Cardiology,Low
0.0,NPIIN0000006241,General Medicine,Low
0.0,NPIIN0000006242,Cardiology,Low
0.3,NPIIN0000006243,General Medicine,Low
49.0,NPIIN0000006244,General Medicine,Low
38.0,NPIIN0000006245,Endocrinology,Medium
0.3,NPIIN0000006246,Gastroenterology,Low
5.8,NPIIN0000006247,Neurology,Low
7.5,NPIIN0000006248,Pulmonology,Low
0.6,NPIIN0000006249,Urology,Low
85.0,NPIIN0000006250,Diabetology,Low
89.3,NPIIN0000006251,Diabetology,Medium
7.7,NPIIN0000006252,Endocrinology,Low
5.9,NPIIN0000006253,Pulmonology,Low
54.4,NPIIN0000006254,Endocrinology,Low
0.0,NPIIN0000006255,Urology,Low
67.7,NPIIN0000006256,Diabetology,Low
86.8,NPIIN0000006257,General Medicine,Low
62.1,NPIIN0000006258,General Medicine,Low
0.4,NPIIN0000006259,Diabetology,Low
0.0,NPIIN0000006260,Gastroenterology,Low
0.0,NPIIN0000006261,Neurology,Low
1.5,NPIIN0000006262,Gastroenterology,Low
0.0,NPIIN0000006263,Pulmonology,Low
0.0,NPIIN0000006264,General Medicine,Low
0.0,NPIIN0000006265,General Medicine,Low
0.0,NPIIN0000006266,Gastroenterology,Low
80.9,NPIIN0000006267,General Medicine,Low
0.0,NPIIN0000006268,General Medicine,Low
52.4,NPIIN0000006269,Endocrinology,Low
0.0,NPIIN0000006270,Neurology,Low
25.5,NPIIN0000006271,Cardiology,Low
0.0,NPIIN0000006272,Orthopedics,Low
94.1,NPIIN0000006273,Endocrinology,Low
0.0,NPIIN0000006274,General Medicine,Low
65.1,NPIIN0000006275,Endocrinology,Low
46.2,NPIIN0000006276,Diabetology,Low
35.9,NPIIN0000006277,Diabetology,Low
0.0,NPIIN0000006278,Gastroenterology,Low
0.0,NPIIN0000006279,Endocrinology,Low
47.1,NPIIN0000006280,Diabetology,Low
0.0,NPIIN0000006281,Cardiology,Low
0.0,NPIIN0000006282,General Medicine,Low
55.5,NPIIN0000006283,Orthopedics,Low
47.2,NPIIN0000006284,General Medicine,Low
0.0,NPIIN0000006285,Gastroenterology,Low
5.9,NPIIN0000006286,General Medicine,Low
0.0,NPIIN0000006287,General Medicine,Low
0.0,NPIIN0000006288,Dermatology,Low
0.0,NPIIN0000006289,Cardiology,Low
0.0,NPIIN0000006290,Urology,Low
15.4,NPIIN0000006291,General Medicine,Low
82.6,NPIIN0000006292,General Medicine,Low
53.6,NPIIN0000006293,Urology,Low
0.0,NPIIN0000006294,General Medicine,Low
0.0,NPIIN0000006295,Orthopedics,Low
0.4,NPIIN0000006296,Orthopedics,Low
0.3,NPIIN0000006297,Diabetology,Low
0.0,NPIIN0000006298,General Medicine,Low
0.0,NPIIN0000006299,Dermatology,Low
96.2,NPIIN0000006300,Endocrinology,Low
0.0,NPIIN0000006301,Gastroenterology,Low
0.0,NPIIN0000006302,Cardiology,Low
51.0,NPIIN0000006303,Endocrinology,Low
25.6,NPIIN0000006304,General Medicine,Low
0.0,NPIIN0000006305,Gastroenterology,Low
0.0,NPIIN0000006306,Gastroenterology,Low
0.0,NPIIN0000006307,Pulmonology,Low
78.3,NPIIN0000006308,Diabetology,Low
0.0,NPIIN0000006309,General Medicine,Low
67.5,NPIIN0000006310,Diabetology,Low
0.4,NPIIN0000006311,Diabetology,Low
51.4,NPIIN0000006312,Diabetology,Low
0.0,NPIIN0000006313,Pulmonology,Low
76.7,NPIIN0000006314,Endocrinology,Low
0.0,NPIIN0000006315,Cardiology,Low
0.0,NPIIN0000006316,Neurology,Low
0.0,NPIIN0000006317,Cardiology,Low
0.0,NPIIN0000006318,Orthopedics,Low
0.1,NPIIN0000006319,General Medicine,Low
0.0,NPIIN0000006320,Cardiology,Low
15.0,NPIIN0000006321,Urology,Low
0.0,NPIIN0000006322,Pulmonology,Low
0.0,NPIIN0000006323,Dermatology,Low
