Prscrbr_NPI,Prscrbr_Last_Org_Name,Prscrbr_First_Name,Prscrbr_City,Prscrbr_District,Prscrbr_State_Abrvtn,Prscrbr_State_FIPS,Prscrbr_Type,Prscrbr_Type_Src,Specialty,Locality
NPIIN1000007241,Iyer,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Anna Nagar
NPIIN1000007242,Subramanian,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Kodambakkam
NPIIN1000007243,Murugan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Porur
NPIIN1000007244,Krishnan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Egmore
NPIIN1000007245,Sharma,Divya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,Ambattur
NPIIN1000007246,Murugan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Ambattur
NPIIN1000007247,Menon,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Kodambakkam
NPIIN1000007248,Reddy,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Kodambakkam
NPIIN1000007249,Iyer,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Perambur
NPIIN1000007250,Sharma,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Porur
NPIIN1000007251,Subramanian,Vijay,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Velachery
NPIIN1000007252,Iyer,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Perambur
NPIIN1000007253,Krishnan,Meena,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Thiruvanmiyur
NPIIN1000007254,Sharma,Nandhini,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Diabetology,Sholinganallur
NPIIN1000007255,Kumar,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Chromepet
NPIIN1000007256,Murugan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Anna Nagar
NPIIN1000007257,Reddy,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Royapettah
NPIIN1000007258,Iyer,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Tambaram
NPIIN1000007259,Subramanian,Swetha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Pulmonology,Sholinganallur
NPIIN1000007260,Murugan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Kodambakkam
NPIIN1000007261,Murugan,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Velachery
NPIIN1000007262,Kumar,Karthik,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Orthopedics,Perambur
NPIIN1000007263,Sharma,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Sholinganallur
NPIIN1000007264,Krishnan,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Kodambakkam
NPIIN1000007265,Subramanian,Hari,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Egmore
NPIIN1000007266,Reddy,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Adyar
NPIIN1000007267,Murugan,Prakash,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Urology,T Nagar
NPIIN1000007268,Sharma,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Porur
NPIIN1000007269,Iyer,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Perambur
NPIIN1000007270,Menon,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Tambaram
NPIIN1000007271,Krishnan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Guindy
NPIIN1000007272,Narayanan,Kavya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Neurology,T Nagar
NPIIN1000007273,Krishnan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Thiruvanmiyur
NPIIN1000007274,Narayanan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Adyar
NPIIN1000007275,Narayanan,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Royapettah
NPIIN1000007276,Kumar,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Guindy
NPIIN1000007277,Murugan,Kavya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Orthopedics,Adyar
NPIIN1000007278,Murugan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,T Nagar
NPIIN1000007279,Iyer,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Tambaram
NPIIN1000007280,Krishnan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Adyar
NPIIN1000007281,Kumar,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Mylapore
NPIIN1000007282,Krishnan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Adyar
NPIIN1000007283,Rajan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Egmore
NPIIN1000007284,Narayanan,Deepa,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Sholinganallur
NPIIN1000007285,Subramanian,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Alandur
NPIIN1000007286,Iyer,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Sholinganallur
NPIIN1000007287,Sharma,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Ambattur
NPIIN1000007288,Sharma,Arun,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Orthopedics,Royapettah
NPIIN1000007289,Rajan,Karthik,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Adyar
NPIIN1000007290,Menon,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Velachery
NPIIN1000007291,Sharma,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Velachery
NPIIN1000007292,Sharma,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Adyar
NPIIN1000007293,Kumar,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Guindy
NPIIN1000007294,Narayanan,Deepa,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Dermatology,Sholinganallur
NPIIN1000007295,Murugan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Royapettah
NPIIN1000007296,Sharma,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Tambaram
NPIIN1000007297,Subramanian,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Kodambakkam
NPIIN1000007298,Sharma,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Alandur
NPIIN1000007299,Kumar,Meena,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Adyar
NPIIN1000007300,Krishnan,Nandhini,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,Mogappair
NPIIN1000007301,Narayanan,Hari,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Alandur
NPIIN1000007302,Murugan,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Sholinganallur
NPIIN1000007303,Subramanian,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Nungambakkam
NPIIN1000007304,Reddy,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Perambur
NPIIN1000007305,Menon,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Kodambakkam
NPIIN1000007306,Sharma,Kavya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Cardiology,T Nagar
NPIIN1000007307,Kumar,Rajesh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,General Medicine,Alandur
NPIIN1000007308,Reddy,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Mogappair
NPIIN1000007309,Reddy,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Porur
NPIIN1000007310,Murugan,Kavya,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Neurology,Velachery
NPIIN1000007311,Menon,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Anna Nagar
NPIIN1000007312,Sharma,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Sholinganallur
NPIIN1000007313,Iyer,Rajesh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,Adyar
NPIIN1000007314,Subramanian,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Sholinganallur
NPIIN1000007315,Murugan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Mylapore
NPIIN1000007316,Kumar,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Nungambakkam
NPIIN1000007317,Sharma,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Royapettah
NPIIN1000007318,Murugan,Vijay,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Pediatrics,Ambattur
NPIIN1000007319,Krishnan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Egmore
NPIIN1000007320,Subramanian,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Sholinganallur
NPIIN1000007321,Reddy,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Nungambakkam
NPIIN1000007322,Murugan,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Adyar
NPIIN1000007323,Narayanan,Hari,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Urology,Chromepet
NPIIN1000007324,Narayanan,Anitha,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Neurology,Guindy
NPIIN1000007325,Narayanan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Adyar
NPIIN1000007326,Iyer,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Pallavaram
NPIIN1000007327,Sharma,Prakash,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Pulmonology,Egmore
NPIIN1000007328,Subramanian,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Porur
NPIIN1000007329,Rajan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Ambattur
NPIIN1000007330,Reddy,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Perambur
NPIIN1000007331,Rajan,Prakash,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Neurology,Royapettah
NPIIN1000007332,Iyer,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Adyar
NPIIN1000007333,Subramanian,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Alandur
NPIIN1000007334,Reddy,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Anna Nagar
NPIIN1000007335,Sharma,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Thiruvanmiyur
NPIIN1000007336,Menon,Priya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Psychiatry,Velachery
NPIIN1000007337,Krishnan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Thiruvanmiyur
NPIIN1000007338,Rajan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Guindy
NPIIN1000007339,Sharma,Arun,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Kodambakkam
NPIIN1000007340,Krishnan,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Sholinganallur
NPIIN1000007341,Murugan,Divya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Cardiology,Thiruvanmiyur
NPIIN1000007342,Reddy,Ravi,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Royapettah
NPIIN1000007343,Murugan,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Guindy
NPIIN1000007344,Subramanian,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Kodambakkam
NPIIN1000007345,Sharma,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Adyar
NPIIN1000007346,Rajan,Prakash,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Endocrinology,Sholinganallur
NPIIN1000007347,Narayanan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Sholinganallur
NPIIN1000007348,Iyer,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Ambattur
NPIIN1000007349,Menon,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Thiruvanmiyur
NPIIN1000007350,Murugan,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Anna Nagar
NPIIN1000007351,Kumar,Meena,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Adyar
NPIIN1000007352,Iyer,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Alandur
NPIIN1000007353,Narayanan,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Guindy
NPIIN1000007354,Sharma,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Velachery
NPIIN1000007355,Menon,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,T Nagar
NPIIN1000007356,Kumar,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Royapettah
NPIIN1000007357,Krishnan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,T Nagar
NPIIN1000007358,Iyer,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Chromepet
NPIIN1000007359,Kumar,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Kodambakkam
NPIIN1000007360,Kumar,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Royapettah
NPIIN1000007361,Krishnan,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Alandur
NPIIN1000007362,Reddy,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Ambattur
NPIIN1000007363,Subramanian,Arun,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Cardiology,T Nagar
NPIIN1000007364,Kumar,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Ambattur
NPIIN1000007365,Sharma,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Kodambakkam
NPIIN1000007366,Subramanian,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Kodambakkam
NPIIN1000007367,Murugan,Anitha,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pediatrics,Thiruvanmiyur
NPIIN1000007368,Iyer,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Chromepet
NPIIN1000007369,Krishnan,Anitha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Urology,Guindy
NPIIN1000007370,Reddy,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Egmore
NPIIN1000007371,Kumar,Anitha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Mylapore
NPIIN1000007372,Subramanian,Anitha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Neurology,Tambaram
NPIIN1000007373,Kumar,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Egmore
NPIIN1000007374,Murugan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Velachery
NPIIN1000007375,Reddy,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Nungambakkam
NPIIN1000007376,Kumar,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Perambur
NPIIN1000007377,Murugan,Hari,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,General Medicine,Guindy
NPIIN1000007378,Sharma,Rajesh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Pulmonology,Mylapore
NPIIN1000007379,Krishnan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Anna Nagar
NPIIN1000007380,Rajan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Alandur
NPIIN1000007381,Murugan,Sathish,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Cardiology,Guindy
NPIIN1000007382,Narayanan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Velachery
NPIIN1000007383,Rajan,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Egmore
NPIIN1000007384,Menon,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Mogappair
NPIIN1000007385,Sharma,Vijay,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Ambattur
NPIIN1000007386,Rajan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Royapettah
NPIIN1000007387,Subramanian,Karthik,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Orthopedics,Thiruvanmiyur
NPIIN1000007388,Subramanian,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Mylapore
NPIIN1000007389,Murugan,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Egmore
NPIIN1000007390,Menon,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Thiruvanmiyur
NPIIN1000007391,Subramanian,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Anna Nagar
NPIIN1000007392,Krishnan,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Perambur
NPIIN1000007393,Reddy,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,T Nagar
NPIIN1000007394,Rajan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Nungambakkam
NPIIN1000007395,Menon,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Egmore
NPIIN1000007396,Reddy,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Tambaram
NPIIN1000007397,Iyer,Priya,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Dermatology,Mogappair
NPIIN1000007398,Kumar,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,T Nagar
NPIIN1000007399,Reddy,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Egmore
NPIIN1000007400,Kumar,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Ambattur
NPIIN1000007401,Subramanian,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Mogappair
NPIIN1000007402,Murugan,Karthik,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Chromepet
NPIIN1000007403,Krishnan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Pallavaram
NPIIN1000007404,Kumar,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Sholinganallur
NPIIN1000007405,Rajan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Chromepet
NPIIN1000007406,Rajan,Prakash,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Diabetology,Adyar
NPIIN1000007407,Sharma,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Guindy
NPIIN1000007408,Murugan,Swetha,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Orthopedics,Tambaram
NPIIN1000007409,Narayanan,Ravi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Sholinganallur
NPIIN1000007410,Kumar,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Thiruvanmiyur
NPIIN1000007411,Subramanian,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Diabetology,Chromepet
NPIIN1000007412,Reddy,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Mylapore
NPIIN1000007413,Iyer,Karthik,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Psychiatry,Royapettah
NPIIN1000007414,Reddy,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Alandur
NPIIN1000007415,Iyer,Suresh,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Dermatology,Perambur
NPIIN1000007416,Narayanan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Kodambakkam
NPIIN1000007417,Krishnan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Alandur
NPIIN1000007418,Murugan,Rajesh,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Cardiology,Sholinganallur
NPIIN1000007419,Narayanan,Swetha,Chennai,Chennai,TN,33,Group Practice,SYNTHETIC_CMS_STYLE,Psychiatry,Mylapore
NPIIN1000007420,Menon,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Guindy
NPIIN1000007421,Sharma,Sathish,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Kodambakkam
NPIIN1000007422,Rajan,Nandhini,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,T Nagar
NPIIN1000007423,Reddy,Vijay,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Cardiology,Mylapore
NPIIN1000007424,Krishnan,Rajesh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Urology,Sholinganallur
NPIIN1000007425,Murugan,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Neurology,Adyar
NPIIN1000007426,Rajan,Prakash,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Royapettah
NPIIN1000007427,Murugan,Deepa,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Tambaram
NPIIN1000007428,Reddy,Kavya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Adyar
NPIIN1000007429,Reddy,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Endocrinology,Royapettah
NPIIN1000007430,Sharma,Arun,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,General Medicine,Porur
NPIIN1000007431,Menon,Divya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Porur
NPIIN1000007432,Menon,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Psychiatry,Ambattur
NPIIN1000007433,Narayanan,Suresh,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pulmonology,Mylapore
NPIIN1000007434,Murugan,Hari,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Dermatology,Ambattur
NPIIN1000007435,Sharma,Lakshmi,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,Pediatrics,Royapettah
NPIIN1000007436,Rajan,Swetha,Chennai,Chennai,TN,33,Hospital/Clinic,SYNTHETIC_CMS_STYLE,Orthopedics,Thiruvanmiyur
NPIIN1000007437,Reddy,Priya,Chennai,Chennai,TN,33,Individual,SYNTHETIC_CMS_STYLE,ENT,Adyar
