HCP_ID,HCP_Name,Specialty,City,Locality,Zone
NPIIN0000006846,HCP_06846,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000006847,HCP_06847,Urology,Chennai,Kilpauk,Central Chennai
NPIIN0000006848,HCP_06848,Urology,Chennai,Madhavaram,North Chennai
NPIIN0000006849,HCP_06849,Orthopedics,Chennai,Mylapore,Central Chennai
NPIIN0000006850,HCP_06850,Cardiology,Chennai,Velachery,South Chennai
NPIIN0000006851,HCP_06851,Diabetology,Chennai,Tambaram,South Chennai
NPIIN0000006852,HCP_06852,General Medicine,Chennai,Washermenpet,North Chennai
NPIIN0000006853,HCP_06853,Neurology,Chennai,Adyar,South Chennai
NPIIN0000006854,HCP_06854,Neurology,Chennai,Perambur,North Chennai
NPIIN0000006855,HCP_06855,Gastroenterology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006856,HCP_06856,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000006857,HCP_06857,Pulmonology,Chennai,T Nagar,Central Chennai
NPIIN0000006858,HCP_06858,Orthopedics,Chennai,Kilpauk,Central Chennai
NPIIN0000006859,HCP_06859,Diabetology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006860,HCP_06860,Dermatology,Chennai,Kilpauk,Central Chennai
NPIIN0000006861,HCP_06861,Gastroenterology,Chennai,T Nagar,Central Chennai
NPIIN0000006862,HCP_06862,Endocrinology,Chennai,Porur,South Chennai
NPIIN0000006863,HCP_06863,Urology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006864,HCP_06864,Dermatology,Chennai,Anna Nagar,Central Chennai
NPIIN0000006865,HCP_06865,Gastroenterology,Chennai,Royapuram,North Chennai
NPIIN0000006866,HCP_06866,Cardiology,Chennai,Washermenpet,North Chennai
NPIIN0000006867,HCP_06867,Cardiology,Chennai,Washermenpet,North Chennai
NPIIN0000006868,HCP_06868,Neurology,Chennai,Egmore,Central Chennai
NPIIN0000006869,HCP_06869,Cardiology,Chennai,Porur,South Chennai
NPIIN0000006870,HCP_06870,Cardiology,Chennai,Washermenpet,North Chennai
NPIIN0000006871,HCP_06871,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000006872,HCP_06872,Cardiology,Chennai,Madhavaram,North Chennai
NPIIN0000006873,HCP_06873,Gastroenterology,Chennai,Perambur,North Chennai
NPIIN0000006874,HCP_06874,Pulmonology,Chennai,Ambattur,North Chennai
NPIIN0000006875,HCP_06875,Cardiology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006876,HCP_06876,Pulmonology,Chennai,Washermenpet,North Chennai
NPIIN0000006877,HCP_06877,Cardiology,Chennai,T Nagar,Central Chennai
NPIIN0000006878,HCP_06878,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000006879,HCP_06879,General Medicine,Chennai,Sholinganallur,South Chennai
NPIIN0000006880,HCP_06880,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000006881,HCP_06881,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000006882,HCP_06882,Pulmonology,Chennai,Guindy,South Chennai
NPIIN0000006883,HCP_06883,General Medicine,Chennai,Ambattur,North Chennai
NPIIN0000006884,HCP_06884,Pulmonology,Chennai,Guindy,South Chennai
NPIIN0000006885,HCP_06885,General Medicine,Chennai,Porur,South Chennai
NPIIN0000006886,HCP_06886,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000006887,HCP_06887,Pulmonology,Chennai,Royapuram,North Chennai
NPIIN0000006888,HCP_06888,Endocrinology,Chennai,Egmore,Central Chennai
NPIIN0000006889,HCP_06889,Neurology,Chennai,Washermenpet,North Chennai
NPIIN0000006890,HCP_06890,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000006891,HCP_06891,Cardiology,Chennai,Adyar,South Chennai
NPIIN0000006892,HCP_06892,Pulmonology,Chennai,Egmore,Central Chennai
NPIIN0000006893,HCP_06893,Dermatology,Chennai,Egmore,Central Chennai
NPIIN0000006894,HCP_06894,Cardiology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006895,HCP_06895,Urology,Chennai,Egmore,Central Chennai
NPIIN0000006896,HCP_06896,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000006897,HCP_06897,Gastroenterology,Chennai,Porur,South Chennai
NPIIN0000006898,HCP_06898,Urology,Chennai,T Nagar,Central Chennai
NPIIN0000006899,HCP_06899,Orthopedics,Chennai,Tondiarpet,North Chennai
NPIIN0000006900,HCP_06900,Pulmonology,Chennai,Tambaram,South Chennai
NPIIN0000006901,HCP_06901,Neurology,Chennai,Royapuram,North Chennai
NPIIN0000006902,HCP_06902,Diabetology,Chennai,Madhavaram,North Chennai
NPIIN0000006903,HCP_06903,Diabetology,Chennai,Guindy,South Chennai
NPIIN0000006904,HCP_06904,Dermatology,Chennai,Kilpauk,Central Chennai
NPIIN0000006905,HCP_06905,General Medicine,Chennai,Tondiarpet,North Chennai
NPIIN0000006906,HCP_06906,Dermatology,Chennai,Porur,South Chennai
NPIIN0000006907,HCP_06907,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000006908,HCP_06908,Endocrinology,Chennai,Velachery,South Chennai
NPIIN0000006909,HCP_06909,Endocrinology,Chennai,Adyar,South Chennai
NPIIN0000006910,HCP_06910,General Medicine,Chennai,Madhavaram,North Chennai
NPIIN0000006911,HCP_06911,Cardiology,Chennai,Porur,South Chennai
NPIIN0000006912,HCP_06912,General Medicine,Chennai,Royapuram,North Chennai
NPIIN0000006913,HCP_06913,Orthopedics,Chennai,Adyar,South Chennai
NPIIN0000006914,HCP_06914,Dermatology,Chennai,Porur,South Chennai
NPIIN0000006915,HCP_06915,Gastroenterology,Chennai,Velachery,South Chennai
NPIIN0000006916,HCP_06916,Cardiology,Chennai,Sholinganallur,South Chennai
NPIIN0000006917,HCP_06917,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000006918,HCP_06918,Neurology,Chennai,Guindy,South Chennai
NPIIN0000006919,HCP_06919,Cardiology,Chennai,T Nagar,Central Chennai
NPIIN0000006920,HCP_06920,General Medicine,Chennai,Tondiarpet,North Chennai
NPIIN0000006921,HCP_06921,Urology,Chennai,Porur,South Chennai
NPIIN0000006922,HCP_06922,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000006923,HCP_06923,Urology,Chennai,Tondiarpet,North Chennai
NPIIN0000006924,HCP_06924,Endocrinology,Chennai,Perambur,North Chennai
NPIIN0000006925,HCP_06925,Endocrinology,Chennai,T Nagar,Central Chennai
NPIIN0000006926,HCP_06926,Endocrinology,Chennai,T Nagar,Central Chennai
NPIIN0000006927,HCP_06927,Orthopedics,Chennai,Mylapore,Central Chennai
NPIIN0000006928,HCP_06928,Pulmonology,Chennai,Tambaram,South Chennai
NPIIN0000006929,HCP_06929,Gastroenterology,Chennai,Mylapore,Central Chennai
NPIIN0000006930,HCP_06930,General Medicine,Chennai,Sholinganallur,South Chennai
NPIIN0000006931,HCP_06931,Urology,Chennai,T Nagar,Central Chennai
NPIIN0000006932,HCP_06932,Pulmonology,Chennai,Guindy,South Chennai
NPIIN0000006933,HCP_06933,Pulmonology,Chennai,Madhavaram,North Chennai
NPIIN0000006934,HCP_06934,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000006935,HCP_06935,Gastroenterology,Chennai,Guindy,South Chennai
NPIIN0000006936,HCP_06936,Neurology,Chennai,Adyar,South Chennai
NPIIN0000006937,HCP_06937,Cardiology,Chennai,Tambaram,South Chennai
NPIIN0000006938,HCP_06938,Urology,Chennai,Washermenpet,North Chennai
NPIIN0000006939,HCP_06939,Diabetology,Chennai,Egmore,Central Chennai
NPIIN0000006940,HCP_06940,Orthopedics,Chennai,Anna Nagar,Central Chennai
NPIIN0000006941,HCP_06941,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000006942,HCP_06942,Cardiology,Chennai,Perambur,North Chennai
NPIIN0000006943,HCP_06943,Diabetology,Chennai,Perambur,North Chennai
NPIIN0000006944,HCP_06944,Pulmonology,Chennai,Perambur,North Chennai
NPIIN0000006945,HCP_06945,General Medicine,Chennai,Ambattur,North Chennai
NPIIN0000006946,HCP_06946,Dermatology,Chennai,Tambaram,South Chennai
NPIIN0000006947,HCP_06947,Neurology,Chennai,Porur,South Chennai
NPIIN0000006948,HCP_06948,Endocrinology,Chennai,Adyar,South Chennai
NPIIN0000006949,HCP_06949,Pulmonology,Chennai,Adyar,South Chennai
NPIIN0000006950,HCP_06950,Gastroenterology,Chennai,Porur,South Chennai
NPIIN0000006951,HCP_06951,Urology,Chennai,Ambattur,North Chennai
NPIIN0000006952,HCP_06952,General Medicine,Chennai,Tambaram,South Chennai
NPIIN0000006953,HCP_06953,Urology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006954,HCP_06954,Cardiology,Chennai,Adyar,South Chennai
NPIIN0000006955,HCP_06955,Neurology,Chennai,Velachery,South Chennai
NPIIN0000006956,HCP_06956,Gastroenterology,Chennai,Washermenpet,North Chennai
NPIIN0000006957,HCP_06957,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000006958,HCP_06958,Cardiology,Chennai,Perambur,North Chennai
NPIIN0000006959,HCP_06959,Neurology,Chennai,Royapuram,North Chennai
NPIIN0000006960,HCP_06960,General Medicine,Chennai,Porur,South Chennai
NPIIN0000006961,HCP_06961,Endocrinology,Chennai,Madhavaram,North Chennai
NPIIN0000006962,HCP_06962,Endocrinology,Chennai,Egmore,Central Chennai
NPIIN0000006963,HCP_06963,Gastroenterology,Chennai,Perambur,North Chennai
NPIIN0000006964,HCP_06964,Endocrinology,Chennai,Madhavaram,North Chennai
NPIIN0000006965,HCP_06965,General Medicine,Chennai,Kilpauk,Central Chennai
NPIIN0000006966,HCP_06966,Orthopedics,Chennai,Perambur,North Chennai
NPIIN0000006967,HCP_06967,Gastroenterology,Chennai,Ambattur,North Chennai
NPIIN0000006968,HCP_06968,Pulmonology,Chennai,T Nagar,Central Chennai
NPIIN0000006969,HCP_06969,General Medicine,Chennai,Perambur,North Chennai
NPIIN0000006970,HCP_06970,Endocrinology,Chennai,Ambattur,North Chennai
NPIIN0000006971,HCP_06971,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000006972,HCP_06972,Endocrinology,Chennai,Royapuram,North Chennai
NPIIN0000006973,HCP_06973,Cardiology,Chennai,Mylapore,Central Chennai
NPIIN0000006974,HCP_06974,Cardiology,Chennai,Tambaram,South Chennai
NPIIN0000006975,HCP_06975,Pulmonology,Chennai,Perambur,North Chennai
NPIIN0000006976,HCP_06976,Endocrinology,Chennai,Anna Nagar,Central Chennai
NPIIN0000006977,HCP_06977,Endocrinology,Chennai,Tambaram,South Chennai
NPIIN0000006978,HCP_06978,Urology,Chennai,T Nagar,Central Chennai
NPIIN0000006979,HCP_06979,Cardiology,Chennai,Porur,South Chennai
NPIIN0000006980,HCP_06980,Neurology,Chennai,Sholinganallur,South Chennai
NPIIN0000006981,HCP_06981,General Medicine,Chennai,Guindy,South Chennai
NPIIN0000006982,HCP_06982,Pulmonology,Chennai,Tambaram,South Chennai
NPIIN0000006983,HCP_06983,Cardiology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006984,HCP_06984,Cardiology,Chennai,Velachery,South Chennai
NPIIN0000006985,HCP_06985,Dermatology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006986,HCP_06986,General Medicine,Chennai,Porur,South Chennai
NPIIN0000006987,HCP_06987,Cardiology,Chennai,Royapuram,North Chennai
NPIIN0000006988,HCP_06988,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000006989,HCP_06989,General Medicine,Chennai,Anna Nagar,Central Chennai
NPIIN0000006990,HCP_06990,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000006991,HCP_06991,Pulmonology,Chennai,Nungambakkam,Central Chennai
NPIIN0000006992,HCP_06992,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000006993,HCP_06993,Pulmonology,Chennai,Sholinganallur,South Chennai
NPIIN0000006994,HCP_06994,Dermatology,Chennai,Ambattur,North Chennai
NPIIN0000006995,HCP_06995,General Medicine,Chennai,Porur,South Chennai
NPIIN0000006996,HCP_06996,Urology,Chennai,Tambaram,South Chennai
NPIIN0000006997,HCP_06997,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000006998,HCP_06998,General Medicine,Chennai,Madhavaram,North Chennai
NPIIN0000006999,HCP_06999,Neurology,Chennai,Tambaram,South Chennai
NPIIN0000007000,HCP_07000,Pulmonology,Chennai,Porur,South Chennai
NPIIN0000007001,HCP_07001,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000007002,HCP_07002,Orthopedics,Chennai,Porur,South Chennai
NPIIN0000007003,HCP_07003,Orthopedics,Chennai,Tondiarpet,North Chennai
NPIIN0000007004,HCP_07004,Diabetology,Chennai,Perambur,North Chennai
NPIIN0000007005,HCP_07005,Pulmonology,Chennai,Guindy,South Chennai
NPIIN0000007006,HCP_07006,Gastroenterology,Chennai,Washermenpet,North Chennai
NPIIN0000007007,HCP_07007,Urology,Chennai,Adyar,South Chennai
NPIIN0000007008,HCP_07008,Pulmonology,Chennai,Kilpauk,Central Chennai
NPIIN0000007009,HCP_07009,Cardiology,Chennai,T Nagar,Central Chennai
NPIIN0000007010,HCP_07010,Neurology,Chennai,Tondiarpet,North Chennai
NPIIN0000007011,HCP_07011,Cardiology,Chennai,Egmore,Central Chennai
NPIIN0000007012,HCP_07012,Neurology,Chennai,Sholinganallur,South Chennai
NPIIN0000007013,HCP_07013,Pulmonology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007014,HCP_07014,Neurology,Chennai,Tambaram,South Chennai
NPIIN0000007015,HCP_07015,Endocrinology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007016,HCP_07016,General Medicine,Chennai,Tambaram,South Chennai
NPIIN0000007017,HCP_07017,Pulmonology,Chennai,Royapuram,North Chennai
NPIIN0000007018,HCP_07018,Diabetology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007019,HCP_07019,Endocrinology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007020,HCP_07020,Endocrinology,Chennai,Ambattur,North Chennai
NPIIN0000007021,HCP_07021,Dermatology,Chennai,Sholinganallur,South Chennai
NPIIN0000007022,HCP_07022,General Medicine,Chennai,Sholinganallur,South Chennai
NPIIN0000007023,HCP_07023,Neurology,Chennai,Kilpauk,Central Chennai
NPIIN0000007024,HCP_07024,General Medicine,Chennai,Tondiarpet,North Chennai
NPIIN0000007025,HCP_07025,Dermatology,Chennai,Mylapore,Central Chennai
NPIIN0000007026,HCP_07026,General Medicine,Chennai,Royapuram,North Chennai
NPIIN0000007027,HCP_07027,Cardiology,Chennai,Perambur,North Chennai
NPIIN0000007028,HCP_07028,Endocrinology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007029,HCP_07029,Cardiology,Chennai,Ambattur,North Chennai
NPIIN0000007030,HCP_07030,Dermatology,Chennai,Porur,South Chennai
NPIIN0000007031,HCP_07031,Neurology,Chennai,T Nagar,Central Chennai
NPIIN0000007032,HCP_07032,Gastroenterology,Chennai,T Nagar,Central Chennai
NPIIN0000007033,HCP_07033,Gastroenterology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007034,HCP_07034,Dermatology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007035,HCP_07035,Orthopedics,Chennai,Egmore,Central Chennai
NPIIN0000007036,HCP_07036,Neurology,Chennai,Guindy,South Chennai
NPIIN0000007037,HCP_07037,Diabetology,Chennai,T Nagar,Central Chennai
NPIIN0000007038,HCP_07038,Cardiology,Chennai,Sholinganallur,South Chennai
NPIIN0000007039,HCP_07039,Pulmonology,Chennai,Guindy,South Chennai
NPIIN0000007040,HCP_07040,Gastroenterology,Chennai,Tambaram,South Chennai
NPIIN0000007041,HCP_07041,Pulmonology,Chennai,Sholinganallur,South Chennai
NPIIN0000007042,HCP_07042,Diabetology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007043,HCP_07043,Gastroenterology,Chennai,Mylapore,Central Chennai
NPIIN0000007044,HCP_07044,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000007045,HCP_07045,Diabetology,Chennai,Tambaram,South Chennai
NPIIN0000007046,HCP_07046,Dermatology,Chennai,Adyar,South Chennai
NPIIN0000007047,HCP_07047,Pulmonology,Chennai,Royapuram,North Chennai
NPIIN0000007048,HCP_07048,Diabetology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007049,HCP_07049,Diabetology,Chennai,Tondiarpet,North Chennai
NPIIN0000007050,HCP_07050,Pulmonology,Chennai,Egmore,Central Chennai
NPIIN0000007051,HCP_07051,General Medicine,Chennai,Sholinganallur,South Chennai
NPIIN0000007052,HCP_07052,Endocrinology,Chennai,Kilpauk,Central Chennai
NPIIN0000007053,HCP_07053,Pulmonology,Chennai,Ambattur,North Chennai
NPIIN0000007054,HCP_07054,Neurology,Chennai,Tondiarpet,North Chennai
NPIIN0000007055,HCP_07055,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007056,HCP_07056,Pulmonology,Chennai,Royapuram,North Chennai
NPIIN0000007057,HCP_07057,Pulmonology,Chennai,Adyar,South Chennai
NPIIN0000007058,HCP_07058,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000007059,HCP_07059,General Medicine,Chennai,Perambur,North Chennai
NPIIN0000007060,HCP_07060,Diabetology,Chennai,Royapuram,North Chennai
NPIIN0000007061,HCP_07061,General Medicine,Chennai,Anna Nagar,Central Chennai
NPIIN0000007062,HCP_07062,Dermatology,Chennai,Kilpauk,Central Chennai
NPIIN0000007063,HCP_07063,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000007064,HCP_07064,Orthopedics,Chennai,T Nagar,Central Chennai
NPIIN0000007065,HCP_07065,General Medicine,Chennai,Tondiarpet,North Chennai
NPIIN0000007066,HCP_07066,Neurology,Chennai,Tambaram,South Chennai
NPIIN0000007067,HCP_07067,Pulmonology,Chennai,Porur,South Chennai
NPIIN0000007068,HCP_07068,Gastroenterology,Chennai,Adyar,South Chennai
NPIIN0000007069,HCP_07069,Urology,Chennai,Washermenpet,North Chennai
NPIIN0000007070,HCP_07070,General Medicine,Chennai,Guindy,South Chennai
NPIIN0000007071,HCP_07071,General Medicine,Chennai,Velachery,South Chennai
NPIIN0000007072,HCP_07072,Orthopedics,Chennai,Mylapore,Central Chennai
NPIIN0000007073,HCP_07073,Orthopedics,Chennai,Kilpauk,Central Chennai
NPIIN0000007074,HCP_07074,Orthopedics,Chennai,Ambattur,North Chennai
NPIIN0000007075,HCP_07075,Endocrinology,Chennai,Adyar,South Chennai
NPIIN0000007076,HCP_07076,Cardiology,Chennai,Tondiarpet,North Chennai
NPIIN0000007077,HCP_07077,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000007078,HCP_07078,Gastroenterology,Chennai,Porur,South Chennai
NPIIN0000007079,HCP_07079,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007080,HCP_07080,General Medicine,Chennai,Adyar,South Chennai
NPIIN0000007081,HCP_07081,Pulmonology,Chennai,Guindy,South Chennai
NPIIN0000007082,HCP_07082,Endocrinology,Chennai,Tambaram,South Chennai
NPIIN0000007083,HCP_07083,Gastroenterology,Chennai,Sholinganallur,South Chennai
NPIIN0000007084,HCP_07084,Endocrinology,Chennai,Mylapore,Central Chennai
NPIIN0000007085,HCP_07085,Dermatology,Chennai,Velachery,South Chennai
NPIIN0000007086,HCP_07086,General Medicine,Chennai,Guindy,South Chennai
NPIIN0000007087,HCP_07087,Pulmonology,Chennai,Guindy,South Chennai
NPIIN0000007088,HCP_07088,Pulmonology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007089,HCP_07089,Diabetology,Chennai,Mylapore,Central Chennai
NPIIN0000007090,HCP_07090,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000007091,HCP_07091,Dermatology,Chennai,Perambur,North Chennai
NPIIN0000007092,HCP_07092,Pulmonology,Chennai,Royapuram,North Chennai
NPIIN0000007093,HCP_07093,Cardiology,Chennai,Porur,South Chennai
NPIIN0000007094,HCP_07094,Gastroenterology,Chennai,Porur,South Chennai
NPIIN0000007095,HCP_07095,Endocrinology,Chennai,Guindy,South Chennai
NPIIN0000007096,HCP_07096,General Medicine,Chennai,Mylapore,Central Chennai
NPIIN0000007097,HCP_07097,General Medicine,Chennai,Washermenpet,North Chennai
NPIIN0000007098,HCP_07098,General Medicine,Chennai,Nungambakkam,Central Chennai
NPIIN0000007099,HCP_07099,Cardiology,Chennai,T Nagar,Central Chennai
NPIIN0000007100,HCP_07100,Diabetology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007101,HCP_07101,Cardiology,Chennai,Mylapore,Central Chennai
NPIIN0000007102,HCP_07102,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000007103,HCP_07103,Pulmonology,Chennai,Tondiarpet,North Chennai
NPIIN0000007104,HCP_07104,Neurology,Chennai,Mylapore,Central Chennai
NPIIN0000007105,HCP_07105,Cardiology,Chennai,Kilpauk,Central Chennai
NPIIN0000007106,HCP_07106,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007107,HCP_07107,Neurology,Chennai,Adyar,South Chennai
NPIIN0000007108,HCP_07108,Pulmonology,Chennai,Madhavaram,North Chennai
NPIIN0000007109,HCP_07109,Dermatology,Chennai,T Nagar,Central Chennai
NPIIN0000007110,HCP_07110,Endocrinology,Chennai,Mylapore,Central Chennai
NPIIN0000007111,HCP_07111,Cardiology,Chennai,Tambaram,South Chennai
NPIIN0000007112,HCP_07112,General Medicine,Chennai,Washermenpet,North Chennai
NPIIN0000007113,HCP_07113,Neurology,Chennai,Porur,South Chennai
NPIIN0000007114,HCP_07114,General Medicine,Chennai,Ambattur,North Chennai
NPIIN0000007115,HCP_07115,Cardiology,Chennai,Porur,South Chennai
NPIIN0000007116,HCP_07116,Cardiology,Chennai,Velachery,South Chennai
NPIIN0000007117,HCP_07117,Neurology,Chennai,Royapuram,North Chennai
NPIIN0000007118,HCP_07118,Diabetology,Chennai,Tambaram,South Chennai
NPIIN0000007119,HCP_07119,Neurology,Chennai,Egmore,Central Chennai
NPIIN0000007120,HCP_07120,Diabetology,Chennai,Porur,South Chennai
NPIIN0000007121,HCP_07121,Diabetology,Chennai,Royapuram,North Chennai
NPIIN0000007122,HCP_07122,Endocrinology,Chennai,Mylapore,Central Chennai
NPIIN0000007123,HCP_07123,Orthopedics,Chennai,Velachery,South Chennai
NPIIN0000007124,HCP_07124,Cardiology,Chennai,Velachery,South Chennai
NPIIN0000007125,HCP_07125,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007126,HCP_07126,Dermatology,Chennai,Guindy,South Chennai
NPIIN0000007127,HCP_07127,Cardiology,Chennai,T Nagar,Central Chennai
NPIIN0000007128,HCP_07128,Diabetology,Chennai,Tondiarpet,North Chennai
NPIIN0000007129,HCP_07129,Diabetology,Chennai,Sholinganallur,South Chennai
NPIIN0000007130,HCP_07130,Neurology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007131,HCP_07131,General Medicine,Chennai,Madhavaram,North Chennai
NPIIN0000007132,HCP_07132,Dermatology,Chennai,Guindy,South Chennai
NPIIN0000007133,HCP_07133,Gastroenterology,Chennai,Egmore,Central Chennai
NPIIN0000007134,HCP_07134,Pulmonology,Chennai,Tondiarpet,North Chennai
NPIIN0000007135,HCP_07135,Diabetology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007136,HCP_07136,Dermatology,Chennai,Adyar,South Chennai
NPIIN0000007137,HCP_07137,Urology,Chennai,Kilpauk,Central Chennai
NPIIN0000007138,HCP_07138,Dermatology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007139,HCP_07139,Cardiology,Chennai,Sholinganallur,South Chennai
NPIIN0000007140,HCP_07140,Neurology,Chennai,Mylapore,Central Chennai
NPIIN0000007141,HCP_07141,Neurology,Chennai,Washermenpet,North Chennai
NPIIN0000007142,HCP_07142,Orthopedics,Chennai,Tambaram,South Chennai
NPIIN0000007143,HCP_07143,Diabetology,Chennai,Adyar,South Chennai
NPIIN0000007144,HCP_07144,Gastroenterology,Chennai,Mylapore,Central Chennai
NPIIN0000007145,HCP_07145,Neurology,Chennai,Tambaram,South Chennai
NPIIN0000007146,HCP_07146,Urology,Chennai,Velachery,South Chennai
NPIIN0000007147,HCP_07147,Neurology,Chennai,Egmore,Central Chennai
NPIIN0000007148,HCP_07148,Dermatology,Chennai,Guindy,South Chennai
NPIIN0000007149,HCP_07149,General Medicine,Chennai,Tambaram,South Chennai
NPIIN0000007150,HCP_07150,Endocrinology,Chennai,Tondiarpet,North Chennai
NPIIN0000007151,HCP_07151,General Medicine,Chennai,Perambur,North Chennai
NPIIN0000007152,HCP_07152,Dermatology,Chennai,Tambaram,South Chennai
NPIIN0000007153,HCP_07153,Cardiology,Chennai,Porur,South Chennai
NPIIN0000007154,HCP_07154,Neurology,Chennai,Washermenpet,North Chennai
NPIIN0000007155,HCP_07155,Orthopedics,Chennai,Tambaram,South Chennai
NPIIN0000007156,HCP_07156,Urology,Chennai,Velachery,South Chennai
NPIIN0000007157,HCP_07157,Neurology,Chennai,Porur,South Chennai
NPIIN0000007158,HCP_07158,Dermatology,Chennai,Guindy,South Chennai
NPIIN0000007159,HCP_07159,Cardiology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007160,HCP_07160,General Medicine,Chennai,Kilpauk,Central Chennai
NPIIN0000007161,HCP_07161,Pulmonology,Chennai,Perambur,North Chennai
NPIIN0000007162,HCP_07162,Gastroenterology,Chennai,Royapuram,North Chennai
NPIIN0000007163,HCP_07163,Diabetology,Chennai,Tondiarpet,North Chennai
NPIIN0000007164,HCP_07164,Cardiology,Chennai,Guindy,South Chennai
NPIIN0000007165,HCP_07165,Neurology,Chennai,Sholinganallur,South Chennai
NPIIN0000007166,HCP_07166,General Medicine,Chennai,Washermenpet,North Chennai
NPIIN0000007167,HCP_07167,Dermatology,Chennai,Adyar,South Chennai
NPIIN0000007168,HCP_07168,General Medicine,Chennai,T Nagar,Central Chennai
NPIIN0000007169,HCP_07169,Dermatology,Chennai,Royapuram,North Chennai
NPIIN0000007170,HCP_07170,General Medicine,Chennai,Egmore,Central Chennai
NPIIN0000007171,HCP_07171,Gastroenterology,Chennai,Perambur,North Chennai
NPIIN0000007172,HCP_07172,Gastroenterology,Chennai,Madhavaram,North Chennai
NPIIN0000007173,HCP_07173,Diabetology,Chennai,Guindy,South Chennai
NPIIN0000007174,HCP_07174,Diabetology,Chennai,Adyar,South Chennai
NPIIN0000007175,HCP_07175,Urology,Chennai,Madhavaram,North Chennai
NPIIN0000007176,HCP_07176,Endocrinology,Chennai,Nungambakkam,Central Chennai
NPIIN0000007177,HCP_07177,Neurology,Chennai,Mylapore,Central Chennai
NPIIN0000007178,HCP_07178,Endocrinology,Chennai,Guindy,South Chennai
NPIIN0000007179,HCP_07179,Gastroenterology,Chennai,Sholinganallur,South Chennai
NPIIN0000007180,HCP_07180,Endocrinology,Chennai,Mylapore,Central Chennai
NPIIN0000007181,HCP_07181,Pulmonology,Chennai,Anna Nagar,Central Chennai
NPIIN0000007182,HCP_07182,Pulmonology,Chennai,Madhavaram,North Chennai
NPIIN0000007183,HCP_07183,Endocrinology,Chennai,Guindy,South Chennai
NPIIN0000007184,HCP_07184,General Medicine,Chennai,Tondiarpet,North Chennai
NPIIN0000007185,HCP_07185,Urology,Chennai,Kilpauk,Central Chennai
NPIIN0000007186,HCP_07186,Neurology,Chennai,Ambattur,North Chennai
NPIIN0000007187,HCP_07187,Orthopedics,Chennai,T Nagar,Central Chennai
NPIIN0000007188,HCP_07188,Gastroenterology,Chennai,Egmore,Central Chennai
